consult,date,link
福建省建设项目环境影响报告表-家用电力器具生产加工项目,2022-08-12,./index_18763.htm?id=1317574&chnlId=18
清新平台污水监测数据显示恒值但实际非恒值问题,2022-08-02,./index_18763.htm?id=1317000&chnlId=18
厦门老年大学光污染,2022-07-30,./index_18763.htm?id=1316854&chnlId=19
临近居民楼不到十米，用化肥在空地种菜，气味非常刺鼻,2022-07-26,./index_18763.htm?id=1316559&chnlId=19
临近居民楼不到十米，用化肥在空地种菜，气味非常刺鼻,2022-07-26,./index_18763.htm?id=1316558&chnlId=19
咨询全国排污许可证管理信息平台所注册手机号码修改...,2022-07-25,./index_18763.htm?id=1316447&chnlId=18
关于产能相比原环评产能提升30%后是否需要重新提...,2022-07-25,./index_18763.htm?id=1316433&chnlId=18
生活污水乱排放,2022-07-25,./index_18763.htm?id=1316432&chnlId=19
噪声扰民,2022-07-24,./index_18763.htm?id=1316341&chnlId=19
文明城市期间可以垃圾车随意停放吗,2022-07-22,./index_18763.htm?id=1316235&chnlId=19
想问下东坑湾这边海堤什么时候会炸开吗？还是有什么规划？,2022-07-21,./index_18763.htm?id=1316121&chnlId=18
家庭生活 废水 污水 化粪池污物 乱排乱放  无视他人,2022-07-20,./index_18763.htm?id=1316115&chnlId=19
食品，原材料过期后处理办法咨询,2022-07-19,./index_18763.htm?id=1315999&chnlId=18
海沧区新阳街道空气质量差,2022-07-18,./index_18763.htm?id=1315930&chnlId=19
投诉楼上半夜吵架扰民,2022-07-17,./index_18763.htm?id=1315812&chnlId=19
翔安区新圩镇诗坂村垃圾恶臭,2022-07-15,./index_18763.htm?id=1315726&chnlId=19
居民楼下阿泽料理店，集美乐海南里346号，晚上烟...,2022-07-14,./index_18763.htm?id=1315656&chnlId=19
"IOI小区很多绿色的小虫, 20-30楼都有",2022-07-13,./index_18763.htm?id=1315528&chnlId=19
厦门地铁9号线寨阳车辆段和洪塘头停车场,2022-07-13,./index_18763.htm?id=1315508&chnlId=18
翔安区刘五店互通立交噪音污染,2022-07-12,./index_18763.htm?id=1315451&chnlId=19
东渡濠头对面加气站停用后改成思明区垃圾车站的投诉,2022-07-12,./index_18763.htm?id=1315440&chnlId=19
一般废水转运处理,2022-07-11,./index_18763.htm?id=1315381&chnlId=18
三安集成电路对面工地凌晨施工扰民投诉,2022-07-08,./index_18763.htm?id=1315112&chnlId=19
建发文澜春晓项目噪音扰民,2022-07-08,./index_18763.htm?id=1315111&chnlId=19
广场舞扰民求解决,2022-07-07,./index_18763.htm?id=1315030&chnlId=19
烟粉尘,2022-07-07,./index_18763.htm?id=1315014&chnlId=19
垒知集团员工宿舍噪音扰民,2022-07-06,./index_18763.htm?id=1314959&chnlId=19
新噪音防治法实施以后职责分工问题,2022-07-05,./index_18763.htm?id=1314822&chnlId=18
第一医院噪声,2022-06-29,./index_18763.htm?id=1314470&chnlId=19
小区里面 开餐饮店越开越多 ,2022-06-28,./index_18763.htm?id=1314443&chnlId=18
废气排放限值,2022-06-27,./index_18763.htm?id=1314298&chnlId=18
厦门有危废处理资质的单位,2022-06-22,./index_18763.htm?id=1314056&chnlId=18
咨询大学生暑期社会实践的相关事宜,2022-06-21,./index_18763.htm?id=1314007&chnlId=18
写字楼里办医院的要求,2022-06-20,./index_18763.htm?id=1313887&chnlId=18
排污许可证到期怎么申请,2022-06-17,./index_18763.htm?id=1313743&chnlId=18
纯水制造设备的活性炭与自立交换树脂是否要当作危废？,2022-06-15,./index_18763.htm?id=1313642&chnlId=18
咨询开具无行政处罚证明事项及联系人,2022-06-13,./index_18763.htm?id=1313508&chnlId=19
咨询开具无行政处罚证明事项及联系人,2022-06-13,./index_18763.htm?id=1313507&chnlId=18
咨询开具无行政处罚证明事项及联系人,2022-06-13,./index_18763.htm?id=1313506&chnlId=18
关于在非垃圾投放点投放垃圾居委会劝告无效事件,2022-06-13,./index_18763.htm?id=1313501&chnlId=19
居民楼附近周末装修，噪音极大，可以投诉吗,2022-06-11,./index_18763.htm?id=1313366&chnlId=19
汽车维修店网上报备在网上报备流程和网址,2022-06-09,./index_18763.htm?id=1313226&chnlId=18
辐射安全许可证审批情况公示,2022-06-09,./index_18763.htm?id=1313225&chnlId=18
是否响应国家政策，地方是否变相设卡？,2022-06-05,./index_18763.htm?id=1312990&chnlId=19
公房天井内安装烟囱是否违规,2022-06-05,./index_18763.htm?id=1312976&chnlId=18
封闭小区，无油烟通道能开餐饮小吃店吗？,2022-05-25,./index_18763.htm?id=1312345&chnlId=18
厦门市餐饮业禁设区域清单 这个清单有没有效力？,2022-05-24,./index_18763.htm?id=1312273&chnlId=18
天湖路管道改造扰民,2022-05-24,./index_18763.htm?id=1312234&chnlId=19
环境污染,2022-05-21,./index_18763.htm?id=1312078&chnlId=18
关于围里社区垃圾处理的问题,2022-05-19,./index_18763.htm?id=1311962&chnlId=19
一个明确违法违规的住宅性质的油烟餐饮店为何能在被...,2022-05-18,./index_18763.htm?id=1311844&chnlId=19
海沧保税港区堆场噪音扰民,2022-05-15,./index_18763.htm?id=1311632&chnlId=19
塘边市场路政扰民,2022-05-14,./index_18763.htm?id=1311594&chnlId=19
我想问下普通电池回收到哪里？可有这样的回收再利用公司,2022-05-13,./index_18763.htm?id=1311480&chnlId=18
为何各区做不到统一？海沧跟同安哪里特别？,2022-05-12,./index_18763.htm?id=1311464&chnlId=18
厦门庆辉盛汽修废滤芯乱丢乱放，烤房味道肆意飘散.,2022-05-12,./index_18763.htm?id=1311374&chnlId=19
厦门庆辉盛汽修废滤芯乱丢乱放，烤房味道肆意飘散。,2022-05-12,./index_18763.htm?id=1311373&chnlId=19
祥露村村道乱倒海蛎壳,2022-05-10,./index_18763.htm?id=1311234&chnlId=19
噪音扰民,2022-05-08,./index_18763.htm?id=1311088&chnlId=19
莲花水库一级水源保护区范围,2022-05-07,./index_18763.htm?id=1311041&chnlId=18
污染水资源怕坏环境,2022-05-06,./index_18763.htm?id=1310993&chnlId=19
翔安区金海街道欧厝社区世茂御海墅东南角，长期倾倒海蛎壳,2022-04-29,./index_18763.htm?id=1310718&chnlId=19
同安区，祥平保障房地铁社区一期，空气中经常有刺鼻...,2022-04-27,./index_18763.htm?id=1310586&chnlId=19
喷漆异味,2022-04-24,./index_18763.htm?id=1310381&chnlId=19
投诉噪声扰民问题,2022-04-22,./index_18763.htm?id=1310322&chnlId=19
何不平等对待,2022-04-20,./index_18763.htm?id=1310178&chnlId=18
优化审批流程，帮扶企业，缩短审批时常,2022-04-20,./index_18763.htm?id=1310172&chnlId=20
关于厦门市思明区东浦学校周边房屋改造工程投诉,2022-04-20,./index_18763.htm?id=1310165&chnlId=19
噪音扰民,2022-04-20,./index_18763.htm?id=1310101&chnlId=19
关于口罩、防护服生产线的环境影响评价,2022-04-18,./index_18763.htm?id=1309982&chnlId=18
厦门市生态环境保护项目储备库如何登记入库,2022-04-18,./index_18763.htm?id=1309978&chnlId=18
投诉集美区高浦村北门路82号收垃圾噪声扰民问题~~~~,2022-04-17,./index_18763.htm?id=1309910&chnlId=19
关于美亚柏科智慧城市创新中心项目工地施工噪音扰民的问题,2022-04-15,./index_18763.htm?id=1309823&chnlId=19
新建混凝土搅拌站与村居的距离需要多远？,2022-04-14,./index_18763.htm?id=1309698&chnlId=18
翔安区翔安东路与海翔大道交叉口，路面铺设的钢板，...,2022-04-13,./index_18763.htm?id=1309620&chnlId=19
第三方承租办公室,2022-04-12,./index_18763.htm?id=1309593&chnlId=18
关于厦门海沧嵩屿街道京口岩小区35号楼噪音问题,2022-04-12,./index_18763.htm?id=1309577&chnlId=19
翔安九溪（溪边后段）生态问题,2022-04-11,./index_18763.htm?id=1309482&chnlId=20
海翔大道（溪边后-祥吴高架段）施工污染问题,2022-04-11,./index_18763.htm?id=1309477&chnlId=19
关于涉疫垃圾的处理,2022-03-31,./index_18763.htm?id=1308819&chnlId=18
厦门市植物园南门扩建噪音扰民,2022-03-28,./index_18763.htm?id=1308151&chnlId=19
危险废物处理,2022-03-28,./index_18763.htm?id=1308146&chnlId=18
工业废气（VOCs） 直接排放,2022-03-28,./index_18763.htm?id=1308132&chnlId=19
电镀厂环保行政许可,2022-03-26,./index_18763.htm?id=1256163&chnlId=18
厦门国家空气质量监测站点位置,2022-03-25,./index_18763.htm?id=1256131&chnlId=18
关于集海思公司环评报告遮挡不符合环评信息公开的管理规定,2022-03-24,./index_18763.htm?id=1256060&chnlId=19
关于户外LED发光字亮度太亮,2022-03-22,./index_18763.htm?id=1255987&chnlId=18
投诉厦门市政施工管道凌晨扰民问题,2022-03-21,./index_18763.htm?id=1255908&chnlId=19
百发博威（厦门）生物科技有限公司违法违规情况咨询,2022-03-19,./index_18763.htm?id=1255881&chnlId=18
关于厦门市集美区深青工业区列入厦门市生态控制线内...,2022-03-17,./index_18763.htm?id=1255789&chnlId=18
..穆厝南路施工扰民,2022-03-17,./index_18763.htm?id=1255765&chnlId=19
住宅楼下开烧烤店并且将油烟排入下水道,2022-03-16,./index_18763.htm?id=1255741&chnlId=19
噪音扰民,2022-03-16,./index_18763.htm?id=1255704&chnlId=19
世贸双子塔商场顶楼的排风机噪音扰民,2022-03-16,./index_18763.htm?id=1255698&chnlId=19
集美区万科云城兰桂坊酒吧夜间扰民,2022-03-15,./index_18763.htm?id=1255637&chnlId=19
扬尘污染,2022-03-14,./index_18763.htm?id=1255625&chnlId=19
环评事项,2022-03-11,./index_18763.htm?id=1255511&chnlId=18
租赁的铅蓄电池处理主体,2022-03-10,./index_18763.htm?id=1255409&chnlId=18
集美区东江医疗对面，开业活动宣传喇叭无间断播放，...,2022-03-10,./index_18763.htm?id=1255407&chnlId=19
同安特房樾琴湾周边特房嘉湾B1-1以及B1-2地...,2022-03-08,./index_18763.htm?id=1255310&chnlId=19
海投自贸城小区低楼层水泵噪音污染,2022-03-03,./index_18763.htm?id=1255124&chnlId=19
海投自贸城小区低楼层水泵噪音污染,2022-03-03,./index_18763.htm?id=1255123&chnlId=19
餐饮业油烟管道排放及清理维护标准,2022-03-02,./index_18763.htm?id=1255109&chnlId=18
"集美万科云城里一家夜店隔音差开业到凌晨四点, 希...",2022-03-01,./index_18763.htm?id=1255012&chnlId=19
杏滨小学附近臭气熏天,2022-02-28,./index_18763.htm?id=1254964&chnlId=19
湖明路18号排污水渠,2022-02-28,./index_18763.htm?id=1254958&chnlId=18
关于投诉施工单位福建省顺天亿建设有限公司施工造成...,2022-02-27,./index_18763.htm?id=1254939&chnlId=19
环卫工把路边垃圾扔进厂区内部,2022-02-25,./index_18763.htm?id=1254901&chnlId=19
全得丰食府噪音扰民,2022-02-22,./index_18763.htm?id=1254752&chnlId=19
关于无纸化办公环保管理台账记录方式,2022-02-16,./index_18763.htm?id=1254489&chnlId=18
关于公司推行无纸化办公环境管理台账形式的问题,2022-02-15,./index_18763.htm?id=1254467&chnlId=18
厦门市工业废油回收资质公司清单,2022-02-14,./index_18763.htm?id=1254421&chnlId=18
浒井北里80号附近有居民烧柴煮牛食,2022-02-14,./index_18763.htm?id=1254405&chnlId=19
全得丰食府噪音扰民,2022-02-09,./index_18763.htm?id=1254233&chnlId=19
海沧清早宣传车,2022-02-03,./index_18763.htm?id=1254136&chnlId=19
新阳工业区废气影响附近居民,2022-01-25,./index_18763.htm?id=1253982&chnlId=19
碳减排相关的碳核查碳盘查机构的注册成立事项,2022-01-25,./index_18763.htm?id=1253979&chnlId=18
企业违规排放金属粉尘,2022-01-21,./index_18763.htm?id=1253885&chnlId=19
环保设备是否可以“一用一备”？,2022-01-21,./index_18763.htm?id=1253872&chnlId=18
餐饮油烟,2022-01-19,./index_18763.htm?id=1253755&chnlId=18
废品收购站噪音影响正常休息！,2022-01-10,./index_18763.htm?id=1253432&chnlId=19
雨水应急切断阀门井是否可以设置在厂区红线范围外,2022-01-10,./index_18763.htm?id=1253397&chnlId=18
半夜还在施工扰民,2022-01-09,./index_18763.htm?id=1253365&chnlId=19
呛人的香蕉水味道,2022-01-08,./index_18763.htm?id=1253362&chnlId=19
香蕉水气味,2022-01-08,./index_18763.htm?id=1253361&chnlId=19
华侨大学材料实验室噪音扰民,2022-01-08,./index_18763.htm?id=1253359&chnlId=19
翔安区海鸣路510-6号能否同过环评,2022-01-06,./index_18763.htm?id=1253290&chnlId=18
环境污染投诉,2022-01-06,./index_18763.htm?id=1253288&chnlId=19
关于联发正荣府夜间噪音施工扰民的问题,2022-01-06,./index_18763.htm?id=1253252&chnlId=19
关于联发正荣府夜间噪音施工问题,2022-01-05,./index_18763.htm?id=1253250&chnlId=19
华侨大学西门的材料实验楼噪音扰民,2022-01-05,./index_18763.htm?id=1253247&chnlId=19
苑中路195号厦门协柏机械有限公司投诉了噪音和污...,2022-01-02,./index_18763.htm?id=1253123&chnlId=19
就厦门新旧红树林工程的一些信息的公开,2022-01-02,./index_18763.htm?id=1253120&chnlId=18
反诈宣传扰民,2021-12-23,./index_18763.htm?id=1252814&chnlId=19
小嶝人民是不会同意厦门新机场隔音的,2021-12-17,./index_18763.htm?id=1252611&chnlId=18
严重噪音扰民-思明区青少年宫等重点工程项目,2021-12-17,./index_18763.htm?id=1252605&chnlId=19
企业污水处理站加盖除臭需要做环评或到属地生态环境...,2021-12-15,./index_18763.htm?id=1252493&chnlId=18
杏林村苑中路195号一楼加工厂扰民,2021-12-13,./index_18763.htm?id=1252392&chnlId=19
莲河片区声功能区执行标准,2021-12-08,./index_18763.htm?id=1252181&chnlId=18
莲河片区声功能执行标准,2021-12-08,./index_18763.htm?id=1252180&chnlId=18
关于国家卫生健康委?生态环境部 2021年11月...,2021-12-03,./index_18763.htm?id=1251929&chnlId=18
厦门新机场小嶝噪声,2021-12-01,./index_18763.htm?id=1251815&chnlId=18
关于建设项目环评是否需重新报批或可按不属重大变化,2021-11-24,./index_18763.htm?id=1251503&chnlId=18
仅增加柴油发电机需要重新做环评吗,2021-11-24,./index_18763.htm?id=1251495&chnlId=18
市行政服务中心门口扰民,2021-11-23,./index_18763.htm?id=1251472&chnlId=19
增加产量后环评报告是否需要重新做？,2021-11-22,./index_18763.htm?id=1251379&chnlId=18
乐安小学后砂石厂工作,2021-11-19,./index_18763.htm?id=1251292&chnlId=19
投诉厦门市集美区凤安路314号新华都3楼xu秀k...,2021-11-17,./index_18763.htm?id=1251150&chnlId=19
海沧区乐海超市凌晨五点卸货扰民,2021-11-16,./index_18763.htm?id=1251080&chnlId=19
小区内音乐餐厅深夜蓄意放噪音 人身威胁,2021-11-15,./index_18763.htm?id=1250942&chnlId=19
二手烟,2021-11-12,./index_18763.htm?id=1250901&chnlId=20
厦门翔安区雅居乐御宾府小区旁边垃圾成堆，已经造成...,2021-11-10,./index_18763.htm?id=1250779&chnlId=19
夜间跑车噪音扰民,2021-11-06,./index_18763.htm?id=1250662&chnlId=20
UPS蓄电池回收处置,2021-11-05,./index_18763.htm?id=1250619&chnlId=18
环保处罚,2021-11-04,./index_18763.htm?id=1250551&chnlId=18
关于环评项目准入的咨询,2021-11-03,./index_18763.htm?id=1250507&chnlId=18
夜间施工许可证成为“扰民许可证”？,2021-10-27,./index_18763.htm?id=1250237&chnlId=19
环评准入咨询,2021-10-22,./index_18763.htm?id=1250069&chnlId=18
关于厦环联[2020]28号文的咨询,2021-10-20,./index_18763.htm?id=1249991&chnlId=18
居民楼下开加工厂没有环评证书,2021-10-19,./index_18763.htm?id=1249950&chnlId=19
请问金达威集团800吨维生素A项目环保审批公示在...,2021-10-19,./index_18763.htm?id=1249949&chnlId=18
国贸天成5号楼6号楼前面地铁的噪音,2021-10-18,./index_18763.htm?id=1249883&chnlId=19
厦环评〔2015〕31号哪里能找到盖章版的,2021-10-18,./index_18763.htm?id=1249874&chnlId=18
厦门新机场环评第二次什么时候公示,2021-10-12,./index_18763.htm?id=1249680&chnlId=18
九天湖湖水治理&往园博园方向的闸口作用,2021-10-12,./index_18763.htm?id=1249666&chnlId=18
关于龙湖一期76号非餐饮商铺改变经营用途，开办包...,2021-10-12,./index_18763.htm?id=1249663&chnlId=19
餐饮企业排烟问题,2021-10-11,./index_18763.htm?id=1249627&chnlId=18
厦门日上集团股份有限公司《一百万只轻量化乘用车轮...,2021-10-10,./index_18763.htm?id=1249600&chnlId=19
房顶安装大功率抽风排烟机，产生噪音,2021-10-08,./index_18763.htm?id=1249466&chnlId=19
集美安东路半夜的刺鼻气体,2021-10-03,./index_18763.htm?id=1249376&chnlId=19
噪音,2021-10-02,./index_18763.htm?id=1249371&chnlId=19
厦门医学院安东路附近凌晨0点到3点经常有刺鼻的异味。,2021-10-01,./index_18763.htm?id=1249327&chnlId=19
关于厦门太古可口可乐饮料有限公司偷排废气的投诉,2021-09-28,./index_18763.htm?id=1249227&chnlId=19
施工噪音,2021-09-27,./index_18763.htm?id=1249153&chnlId=19
集美区红林路施工噪音,2021-09-20,./index_18763.htm?id=1248886&chnlId=19
地铁3号线浦边站地铁外机空调噪音严重超标，影响靠...,2021-09-16,./index_18763.htm?id=1248760&chnlId=19
